hex	en	zh
#C77986	Old Pink	旧粉
#EBA770	Old Plaster	旧石膏
#745947	Old Porch	旧门廊
#8272A4	Old Prune	老李子
#D8CBCF	Old Red Crest	旧红峰
#C08081	Old Rose	旧玫红
#917B53	Old Ruin	旧废墟
#BBA582	Old Salem	老塞勒姆
#353C3D	Old School	旧学校
#848482	Old Silver	旧银
#918D80	Old Soul	旧灵魂
#CFD5D1	Old Sterling	老英镑
#431705	Old Study	旧书房
#BB8811	Old Trail	旧小径
#544333	Old Treasure Chest	旧珍宝箱
#0A888A	Old Truck	旧卡车
#6C574C	Old Tudor	老都铎
#687760	Old Vine	旧藤
#DDAA55	Old Whiskey	旧威士忌
#756947	Old Willow Leaf	旧柳叶
#90091F	Old Wine	旧酒红
#91A8CF	Old World	旧世界
#FEED9A	Old Yella	老耶拉
#ECE6D7	Old Yellow Bricks	老黄砖
#8F6C3E	Olde World Gold	旧世界金
#EEB76B	Olden Amber	老琥珀
#D6B63D	Oldies but Goldies	老歌但金曲
#EBD5CC	Ole Pink	奥莱·粉红
#C79E5F	Ole Yeller	奥勒·耶勒
#F2CCC5	Oleander	夹竹桃
#F85898	Oleander Pink	夹竹桃粉色
#665439	Oliva Oscuro	奥利瓦·奥斯库罗
#6E592C	Olivary	橄榄
#808010	Olive	橄榄
#5F5537	Olive Bark	橄榄树皮
#957C4C	Olive Boat	橄榄船
#646A45	Olive Branch	橄榄枝条
#C3BEBB	Olive Bread	橄榄面包
#645403	Olive Brown	橄榄棕
#BCD382	Olive Buff	橄榄浅黄
#A6997A	Olive Chutney	橄榄酸辣酱
#E4E5D8	Olive Conquering White	橄榄征服白色
#5F5D48	Olive Court	橄榄庭
#E8ECC0	Olive Creed	橄榄信条
#6F7632	Olive Drab	橄榄土褐
#BFAC8B	Olive Gold	橄榄金
#716A4D	Olive Grove	橄榄小树林
#888064	Olive Haze	橄榄霾
#C9BD88	Olive Hint	橄榄微意
#4E4B35	Olive Leaf	橄榄叶
#C7B778	Olive Marinade	橄榄腌料
#CED2AB	Olive Martini	橄榄马提尼
#88432E	Olive Ni?oise	橄榄尼索瓦兹
#565342	Olive Night	橄榄夜
#837752	Olive Ochre	橄榄赭
#BAB86C	Olive Oil	橄榄油
#83826D	Olive Paste	橄榄酱
#A9A491	Olive Pit	橄榄坑
#A4A84D	Olive Reserve	橄榄储备
#A39467	Olive Rush	橄榄涌
#9ABF8D	Olive Sand	橄榄沙
#7F7452	Olive Sapling	橄榄树苗
#7D7248	Olive Shade	橄榄暗调
#706041	Olive Shadow	橄榄暗影
#585545	Olive Smudge	橄榄涂抹
#97A49A	Olive Soap	橄榄皂
#ACAF95	Olive Sprig	橄榄小枝
#6D8E2C	Olive Thrill	橄榄色的刺激
#EFEBD7	Olive Tint	橄榄调
#7E7957	Olive to the Max	橄榄到最大
#ABA77C	Olive Tree	橄榄树
#756244	Olive Wood	橄榄木
#C2B709	Olive Yellow	橄榄黄
#333311	Olivenite	橄榄石
#747028	Olivetone	奥利维通
#996622	Olivia	奥利维亚
#9AB973	Olivine	橄榄石
#655867	Olivine Basalt	橄榄石玄武岩
#928E7C	Olivine Grey	橄榄石灰色
#FFE6E2	Olm Pink	奥尔姆粉红
#84FBCE	Olo	奥洛
#5A6647	Olympia Ivy	奥林匹亚常春藤
#1C4C8C	Olympian Blue	奥林匹亚蓝
#4F8FE6	Olympic Blue	奥林匹克蓝
#9A724A	Olympic Bronze	奥运铜牌
#424C44	Olympic Range	奥林匹克山脉
#D4D8D7	Olympus White	奥林巴斯白
#4A4E5D	Ombre Blue	渐变蓝
#848998	Ombre Grey	渐变灰色
#8CA891	OMGreen	天哪绿
#B5CEDF	Omphalodes	脐螺
#019E91	On a Whim	一时兴起
#C2E7E8	On Cloud Nine	云九
#D4C6DC	On Location	现场
#948776	On the Avenue	大道
#666D68	On the Moor	荒野
#B29AA7	On the Nile	尼罗
#D0CEC8	On the Rocks	在岩石上
#D1E8F1	On Thin Ice	如履薄冰
#C2E6EC	Onahau	奥纳豪
#BD2F10	Once Bitten	一旦被咬
#0044BB	Once in a Blue Moon	千载难逢
#65362E	One Dozen	一打
#003388	One Minute to Midnight	距离午夜还有一分钟
#DCBDAD	One to Remember	一个值得记住的人
#29465B	One Year of Rain	一年雨
#48412B	Onion	洋葱
#ECE2D4	Onion Powder	洋葱粉
#47885E	Onion Seedling	洋葱苗
#EEEDDF	Onion Skin	洋葱肌肤
#4C5692	Onion Skin Blue	洋葱肌肤蓝
#E2D5C2	Onion White	洋葱白
#B0B5B5	Online	在线
#468C3E	Online Lime	在线石灰
#E1BC99	Only Natural	天然
#D4CDB5	Only Oatmeal	燕麦
#CBCCB5	Only Olive	橄榄
#F4D1B9	Only Yesterday	昨天
#66EEBB	Onsen	温泉
#777CB0	Ontario Violet	安大略紫罗兰
#464544	Onyx	缟玛瑙
#353839	Onyx Heart	缟玛瑙心
#DCBFD5	Ooh la La	哦啦啦
#C2BEB6	Ooid Sand	乌伊沙
#AEE0E4	Opal	蛋白石
#FCEECE	Opal Cream	蛋白石奶油
#E95C4B	Opal Flame	蛋白石焰
#157954	Opal Green	蛋白石绿
#9A9394	Opal Grey	蛋白石灰
#9DB9B2	Opal Silk	蛋白石丝
#96D1C3	Opal Turquoise	蛋白石青
#7E8FBB	Opal Violet	蛋白石紫罗兰
#B1C6D1	Opal Waters	蛋白石水域
#B4C0B6	Opalescence	乳光
#3C94C1	Opalescent	乳光
#FFD2A9	Opalescent Coral	乳光珊瑚
#C1D1C4	Opaline	蛋白石
#A3C57D	Opaline Green	蛋白绿
#C6A0AB	Opaline Pink	蛋白石粉色
#C7DFE0	Open Air	露天
#F5F1E5	Open Book	打开书本
#BBA990	Open Canyon	开放峡谷
#91876B	Open Range	开放范围
#83AFBC	Open Seas	公海
#F8E2A9	Open Sesame	芝麻开门
#D0E2E8	Open Skies	开阔的天空
#BD6426	Opening Night	开幕之夜
#BD273A	Opening Ribbon	打开丝带
#816575	Opera	歌剧
#453E6E	Opera Blue	歌剧蓝
#E5F1EB	Opera Glass	歌剧玻璃
#365360	Opera Glasses	歌剧眼镜
#B784A7	Opera Mauve	淡紫歌剧
#FF1B2D	Opera Red	歌剧红
#3A284C	Operetta Mauve	淡紫轻歌剧
#987E7E	Opium	鸦片
#735362	Opium Mauve	鸦片淡紫
#E9AB51	Optimist Gold	乐观金
#F5E1A6	Optimistic Yellow	乐观黄
#465A7F	Optimum Blue	最佳蓝色
#130D0D	Optophobia	恐惧症
#D5892F	Opulent	华丽
#0055EE	Opulent Blue	华丽蓝
#103222	Opulent Green	华丽绿
#88DD11	Opulent Lime	华丽青柠
#462343	Opulent Mauve	华丽淡紫
#F2EBEA	Opulent Opal	华丽蛋白石
#F16640	Opulent Orange	华丽橙
#775577	Opulent Ostrich	华丽鸵鸟
#673362	Opulent Purple	华丽紫
#88DDCC	Opulent Turquoise	华丽青
#A09EC6	Opulent Violet	华丽紫罗兰
#CECAE1	Opus	作品
#E3E1ED	Opus Magnum	大作
#395555	Oracle	甲骨文
#FFA500	Orange	橙
#FAF8F7	Orange Albedo	橙色反照率
#FF9682	Orange Aura	橙光环
#FF8822	Orange Avant-Garde	橙色前卫
#B56D41	Orange Ballad	橙色民谣
#FF8844	Orange Bell Pepper	橙铃胡椒
#F5C99B	Orange Blast	橙爆发
#B16002	Orange Brown	橙棕
#FF6E3A	Orange Burst	橙爆发
#FDD1A4	Orange Canyon	橙峡谷
#DE954B	Orange Caramel	橙焦糖
#FAD48B	Orange Chalk	橙粉笔
#F9AE7D	Orange Chiffon	橙雪纺
#F3C775	Orange Chocolate	橙巧克力
#E6A57F	Orange Clay	橙黏土
#FF550E	Orange Clown Fish	橙色小丑鱼
#FBEBCF	Orange Coloured White	橙色白
#F4E3D2	Orange Confection	橙色甜点
#FFB710	Orange Creamsicle	橙色奶油冰棒
#EE7733	Orange Crush	橙迷恋
#DD6600	Orange Danger	橙色危险
#EB7D5D	Orange Daylily	橙色黄花菜
#FFC355	Orange Delight	橙喜悦
#E18E3F	Orange Drop	橙滴
#FE4C40	Orange Dusk	橙黄昏
#D1907C	Orange Essential	橙色精华
#A96F55	Orange Flambe	橙色火焰
#FE9E13	Orange Fruit	橙果
#FFCA7D	Orange Glass	橙玻璃
#FFE2BD	Orange Glow	橙辉光
#EE7722	Orange Gluttony	橘子暴食
#FBAF8D	Orange Grove	橙小树林
#FF9A45	Orange Hibiscus	橙木槿
#FFDEC1	Orange Ice	橙冰
#FAC205	Orange Jelly	橙果冻
#FF9731	Orange Jewel	橙宝石
#FF7F00	Orange Juice	橙汁
#CA5333	Orange Keeper	橙色守护者
#BE7249	Orange Lily	橙百合
#EDAA80	Orange Liqueur	橙子利口酒
#D3A083	Orange Maple	橙枫
#FAAC72	Orange Marmalade	橙橘子酱
#FFBD8A	Orange Mousse	橙慕斯
#CE8C4F	Orange Nectar Bat	橙花蜜蝙蝠
#DA7631	Orange Ochre	橙赭
#DD7700	Orange Outburst	橙色爆发
#F49975	Orange Pecan	橙山核桃
#FFA000	Orange Peel	橙皮
#CB8D5F	Orange Pekoe	橙白毫
#DA7D00	Orange Pepper	橙胡椒
#FF6611	Orange Pi?ata	橙色皮纳塔
#FF6F52	Orange Pink	橙粉
#FFBC3E	Orange Pop	橙流行
#E68750	Orange Poppy	橙罂粟
#FF7913	Orange Popsicle	橙色冰棒
#F2A60F	Orange Pospsicle	橙色冰棒
#FEBC61	Orange Quench	橙色淬火
#FE4401	Orange Red	橙红
#A85335	Orange Roughy	橙色粗暴
#C05200	Orange Rufous	橙红褐色
#F0B073	Orange Salmonberry	橙桑莓
#DD9900	Orange Satisfaction	橙满意
#FEC49B	Orange Sherbet	橙果子露
#E2D6BD	Orange Shimmer	橙闪烁
#DD7744	Orange Shot	橙一口
#F4915C	Orange Slice	橙片
#FA5B3D	Orange Soda	橙苏打
#FAE1C7	Orange Sparkle	橙闪光
#FEA060	Orange Spice	橙辛香
#C27635	Orange Squash	橙南瓜
#E8A320	Orange Sulphur	橙硫磺
#FF7435	Orange Supreme	橙色至尊
#FF8379	Orange Tea Rose	橙茶玫红
#F95C14	Orange Tiger	橙虎
#FFB452	Orange Toffee	橙太妃
#BC5339	Orange Vermillion	橙朱红
#EAE3CD	Orange White	橙白
#B74923	Orange Wood	橙木
#FDB915	Orange Yellow	橙黄
#FFA601	Orange You Glad	橙子你很高兴
#FD7F22	Orange You Happy?	橙快乐
#F07227	Orange Zest	橙皮
#E35435	Orangeade	橙水
#EE5511	Orangealicious	橙味
#E6BCA9	Orangery	橘园
#E88354	Orangevale	橙谷
#E57059	Orangeville	橙镇
#FEC615	Orangina	奥兰吉纳
#FD8D49	Orangish	橙色
#B25F03	Orangish Brown	橙棕色
#F43605	Orangish Red	橙红
#EE6237	Oranzhewyi Orange	奥兰哲维橙
#772299	Orb of Discord	不和谐宝珠
#EEDD44	Orb of Harmony	和谐宝珠
#6D83BB	Orbital	轨道
#220088	Orbital Kingdom	轨道王国
#D0CCC9	Orca White	虎鲸白
#9A858C	Orchard Plum	果园梅紫
#AE230E	Orchestra of Red	红色乐团
#7A81FF	Orchid	兰花紫
#C3CCD5	Orchid Ash	兰花紫灰
#C5AECF	Orchid Bloom	兰花紫绽放
#E4E1E4	Orchid Blossom	兰花紫花
#D6CBC7	Orchid Blush	兰花紫绯红
#D1ACCE	Orchid Bouquet	兰花紫花束
#AA55AA	Orchid Dottyback	兰花多蒂巴克
#BB4488	Orchid Ecstasy	兰花狂喜
#C9C1D0	Orchid Fragrance	兰花香
#5E5871	Orchid Grey	兰花紫灰
#B0879B	Orchid Haze	兰花紫霾
#C3BBD4	Orchid House	兰花紫屋
#E5E999	Orchid Hue	兰花紫色调
#CEC3D2	Orchid Hush	兰花紫寂静
#E0D0DB	Orchid Ice	兰花紫冰
#AC74A4	Orchid Kiss	兰花紫吻
#E5DDE7	Orchid Lane	兰花紫巷
#9C4A7D	Orchid Lei	兰花蕾
#E8E6E8	Orchid Mist	兰花紫薄雾
#FFA180	Orchid Orange	兰花紫橙
#876281	Orchid Orchestra	兰花乐团
#BFB4CB	Orchid Petal	兰花紫花瓣
#AD878D	Orchid Red	兰花紫红
#E9D1DA	Orchid Rose	兰花紫玫红
#CBC5C2	Orchid Shadow	兰花紫暗影
#E1CCDF	Orchid Shimmer	兰花紫闪烁
#CD899E	Orchid Smoke	兰花紫烟
#D3C9D4	Orchid Tint	兰花紫调
#DDE0E8	Orchid Whisper	兰花紫低语
#F1EBD9	Orchid White	兰花紫白
#938EA9	Orchilla	奥奇拉
#998188	Ordain	命定
#1A4C32	Order Green	订购绿色
#1C3339	Ore Bluish Black	矿石偏蓝黑
#2B6551	Ore Mountains Green	矿石山绿
#FAEECB	Orecchiette	猫耳朵
#7F8353	Oregano	牛至
#4DA241	Oregano Green	牛至绿
#8D8764	Oregano Spice	牛至辛香
#9B4703	Oregon	俄勒冈州
#448EE4	Oregon Blue	俄勒冈蓝
#49354E	Oregon Grape	俄勒冈葡萄
#916238	Oregon Hazel	俄勒冈榛树
#EFB91B	Oregon Trail	俄勒冈小径
#FFCDA8	Orenju Ogon Koi	橙金锦鲤
#9E9B85	Orestes	俄瑞斯忒斯
#747261	Organic	有机
#E1CDA4	Organic Bamboo	有机竹
#FEEDE0	Organic Fibre	有机纤维
#C6C2AB	Organic Field	有机田
#ABA964	Organic Garden	有机花园
#7FAC6E	Organic Green	有机绿色
#A99E54	Organic Matter	有机物
#A67E3E	Organic Style	有机风格
#FFDEA6	Organza	欧根纱
#BBCCBD	Organza Green	欧根纱绿
#FBEEDA	Organza Peach	欧根纱桃
#7391CC	Organza Violet	欧根纱紫罗兰
#ECE0C6	Origami	折纸
#E1E6C7	Origami Clover	折纸四叶草
#E5E2DA	Origami White	折纸白
#F0E5D3	Original White	原白
#D2D3B3	Orinoco	奥里诺科河
#FF8008	Oriole	黄莺
#F6D576	Oriole Yellow	黄莺黄
#FB4F14	Orioles Orange	金莺橙
#DE55A9	Orion	猎户座
#40525F	Orion Blue	猎户座蓝
#535558	Orion Grey	猎户座灰色
#A55AF4	Orion Nebula	猎户星云
#27221F	Orka Black	奥卡黑
#3E5755	Orkhide Shade	兰花色
#D91407	Orko	奥科
#97D5E7	Orleans Tune	奥尔良曲调
#929BAC	Ornamental Silver	观赏银
#00867D	Ornamental Turquoise	观赏绿松石
#806D95	Ornate	华丽
#F77D25	Ornery Tangerine	脾气暴躁的橘子
#C29436	Oro	奥罗
#D9D8DA	Orochimaru	大蛇丸
#D17C3F	Orpiment Orange	雌黄橙
#F9C89B	Orpiment Yellow	雌黄
#BE855E	Orpington Chicken	奥尔平顿鸡
#F9EACC	Orzo Pasta	米粒面食
#F4A045	Osage Orange	奥塞奇橙
#5B5A4D	Osiris	奥西里斯
#A6BDBE	Oslo Blue	奥斯陆蓝
#878D91	Oslo Grey	奥斯陆灰色
#63564B	Osprey	鱼鹰
#CCBAB1	Osprey Nest	鱼鹰巢
#AD9769	Osso Bucco	炖牛膝
#E9E3D5	Ostrich	鸵鸟
#DCD0BB	Ostrich Egg	鸵鸟蛋
#EADFE6	Ostrich Tail	鸵鸟尾
#665D59	Oswego Tea	奥斯威戈茶
#FF4E20	ōtan Red	大滩红
#633D38	Otis Madeira	奥蒂斯·马德拉
#00A78D	Ottawa Falls	渥太华瀑布
#7F674F	Otter	水獭
#654320	Otter Brown	水獭棕
#3F5A5D	Otter Creek	水獭小溪
#938577	Otter Tail	水獭尾
#8C4512	Otterly Brown	水獭棕
#BEDFD3	Otto Ice	奥托·艾斯
#D3DBCB	Ottoman	奥斯曼
#EE2222	Ottoman Red	奥斯曼红
#990000	OU Crimson Red	俄大深红
#4F4944	Oubliette	欧布利特
#EE7948	Ouni Red	欧尼红
#A84B7A	Our Little Secret	我们的小秘密
#F26D8F	Out of Fashion	时尚
#2CED2B	Out of Left Field	左外野
#9C909C	Out of Plumb	失去平衡
#1199EE	Out of the Blue	出其不意
#C9A375	Outback	内陆地区
#7E5D47	Outback Brown	内陆棕色
#8D745E	Outdoor Cafe	户外咖啡馆
#A07D5E	Outdoor Land	户外乐园
#6E6F4D	Outdoor Oasis	户外绿洲
#B2974D	Outdoorsy	户外
#654846	Outer Boundary	外界
#2A6295	Outer Reef	外礁
#221177	Outer Rim	外缘
#314E64	Outer Space	外太空
#B7A48B	Outerbanks	外班克斯
#E6955F	Outgoing Orange	即将离去的橙子
#B67350	Outlawed Orange	非法橙子
#824438	Outrageous	太离谱了
#8AB733	Outrageous Green	令人发指的绿色
#FF6E4A	Outrageous Orange	离谱的橙子
#82714D	Outrigger	支腿
#9EB2B9	Ovation	鼓掌
#4D6D08	Over the Hills	山丘
#ABB8D5	Over the Moon	月
#98D5EA	Over the Sky	天空
#B09D8A	Over the Taupe	灰褐
#61311C	Overbaked	烤过头了
#005555	Overboard	落水
#73A3D0	Overcast	阴
#B3583D	Overcast Brick	阴砖
#8F99A2	Overcast Day	阴天
#42426F	Overcast Night	阴夜
#A7B8C4	Overcast Sky	阴天
#0AE9B4	Overchlorinated Pool	过氯化池
#4400FF	Overdue Blue	过期蓝
#C7C3BE	Overdue Grey	过期灰色
#EFF4DC	Overexposed Shot	曝光过度的镜头
#88DD00	Overgrown	杂草丛生
#888844	Overgrown Citadel	杂草丛生的城堡
#8B8265	Overgrown Granite	杂草丛生的花岗岩
#448833	Overgrown Mausoleum	杂草丛生的陵墓
#116611	Overgrown Temple	杂草丛生的寺庙
#6B6048	Overgrown Trees	杂草丛生的树木
#6A8988	Overgrown Trellis	杂草丛生的格子
#88CC33	Overgrowth	过度生长
#EEC25F	Overjoy	喜出望外
#717481	Overlook	俯瞰
#FBF0DB	Overnight Oats	隔夜燕麦
#97A554	Overt Green	明显的绿色
#33557F	Overtake	超车
#A4E3B3	Overtone	泛音
#8C7E49	Ovoid Fruit	卵形果
#C0AF87	Owl Manner Malt	猫头鹰风格麦芽威士忌
#90845F	Owlet	猫头鹰
#C1E28A	Oxalis	酢浆草
#800020	Oxblood	牛血
#71383F	Oxblood Red	牛血红
#B1BBC5	Oxford	牛津
#002147	Oxford Blue	牛津蓝
#743B39	Oxford Brick	牛津砖
#504139	Oxford Brown	牛津棕
#001B2E	Oxford by Night	牛津之夜
#DB7192	Oxford Sausage	牛津香肠
#BDA07F	Oxford Street	牛津街
#B8A99A	Oxford Tan	牛津谭
#BF7657	Oxide	氧化物
#6D9A78	Oxley	奥克斯利
#92B6D5	Oxygen Blue	氧蓝
#E3D3BF	Oyster	牡蛎
#DBD0BB	Oyster Bar	牡蛎吧
#71818C	Oyster Bay	牡蛎海湾
#F2E5B1	Oyster Bisque	牡蛎浓汤
#4A4C45	Oyster Catch	牡蛎捕获
#F4F0D2	Oyster Cracker	蚝饼
#CBC1AE	Oyster Grey	牡蛎灰
#E4DED2	Oyster Haze	牡蛎霾
#EFEFE5	Oyster Island	牡蛎岛
#B1AB96	Oyster Linen	牡蛎亚麻
#B8BCBE	Oyster Mushroom	牡蛎蘑菇
#F5E6CC	Oyster Omelette Cream	牡蛎煎蛋卷奶油
#D4B5B0	Oyster Pink	牡蛎粉
#BFB3A1	Oyster Shoal	牡蛎浅滩
#CBC4A2	Oyster White	牡蛎白
#8B95A2	Ozone	臭氧
#C7D3E0	Ozone Blue	臭氧蓝
#5E3A39	Pa Red	霸红
#864B36	Paarl	帕尔
#7A715C	Pablo	巴勃罗
#FFE737	Pac-Man	吃豆人
#ECDFAD	Paccheri	帕切里
#E5DDD0	Pacer White	步行者白
#8F989D	Pachyderm	厚皮动物
#24646B	Pacific	太平洋
#96ACB8	Pacific Bliss	太平洋极乐
#1CA9C9	Pacific Blue	太平洋蓝
#C3A285	Pacific Bluffs	太平洋悬崖
#C1DBE7	Pacific Breeze	太平洋微风
#0052CC	Pacific Bridge	太平洋大桥
#5E85B1	Pacific Coast	太平洋海岸
#004488	Pacific Depths	太平洋深处
#DCDCD5	Pacific Fog	太平洋雾
#77B9DB	Pacific Harbour	太平洋港湾
#2D3544	Pacific Line	太平洋线
#CDD5D3	Pacific Mist	太平洋薄雾
#25488A	Pacific Navy	太平洋海军蓝
#92CBF1	Pacific Ocean	太平洋海洋
#69A4B9	Pacific Palisade	太平洋栅栏
#C0D6EA	Pacific Panorama	太平洋全景
#E8EAE6	Pacific Pearl	太平洋珍珠
#546B45	Pacific Pine	太平洋松
#167D97	Pacific Pleasure	太平洋欢乐
#026B5D	Pacific Queen	太平洋女王
#F1EBCD	Pacific Sand	太平洋沙
#3E8083	Pacific Sea Teal	太平洋海青
#3C4A56	Pacific Spirit	太平洋烈酒
#035453	Pacific Storm	太平洋风暴
#4E77A3	Pacifica	帕西菲卡
#778120	Pacifika	太平洋
#B7ACA0	Packed Sand	填充沙子
#BA9B5D	Packing Paper	包装纸
#4F4037	Paco	帕科
#859E94	Padded Leaf	垫叶
#88724D	Paddle Wheel	明轮
#DA9585	Paddy	稻田
#99BB44	Paddy Field	稻田
#7EB394	Padua	帕多瓦
#DCC61F	Paella	西班牙烩饭
#E1D7C2	Paella Natural White	西班牙烩饭天然白
#99DAC5	Pageant Green	选美绿色
#B6C3D1	Pageant Song	选美歌曲
#68447C	Pageantry Purple	华丽紫色
#127E93	Pagoda	宝塔
#1B8192	Pagoda Blue	宝塔蓝
#8C8E65	Paid in Full	全额异域感
#6B4947	Painite	派尼特
#11EEFF	Paint the Sky	油漆天空
#DDBA8F	Painted Ash	彩绘灰
#5F3D32	Painted Bark	彩绘树皮
#EB8F6F	Painted Clay	彩绘黏土
#BEB8B6	Painted Desert	彩绘沙漠
#6D544F	Painted Leather	彩绘皮革
#BB9471	Painted Pony	彩绘小马
#CB5139	Painted Poppy	彩绘罂粟
#008595	Painted Sea	彩绘海
#B28774	Painted Skies	彩绘天空
#56745F	Painted Turtle	彩绘龟
#F9F2DE	Painter’s Canvas	画家的画布
#F2EBDD	Painter’s White	画家白
#726F7E	Paisley	佩斯利
#8B79B1	Paisley Purple	佩斯利紫色
#AD7362	Pajarito Red	帕杰里托红
#006600	Pakistan Green	巴基斯坦绿
#43456D	Palace Arms	宫殿武器
#3973C0	Palace Blue	宫殿蓝
#426255	Palace Green	宫殿绿
#799AAA	Palace Intrigue	宫廷阴谋
#68457A	Palace Purple	宫殿紫
#752745	Palace Red	宫殿红
#F8CAD5	Palace Rose	宫殿玫红
#A7A6B1	Palace Walls	宫墙
#F4F0E5	Palais White	白宫
#888811	Palak Paneer	帕拉克·帕内尔
#EEDCD1	Palatial	富丽堂皇
#F9F2E4	Palatial White	富丽堂皇的白色
#273BE2	Palatinate Blue	普法尔茨蓝
#682860	Palatinate Purple	普法尔茨紫
#C9C7B6	Palatine	帕拉丁
#FFF9D0	Pale	淡
#F4E9BA	Pale Adobe	淡土坯
#FEF068	Pale Ale	淡色艾尔啤酒
#BCD4E1	Pale Aqua	淡水色
#C9BFA8	Pale Bamboo	淡竹
#F5E28D	Pale Banana	淡香蕉
#CCC7B1	Pale Beige	淡米色
#E2CCC7	Pale Berries	淡莓
#E39E9C	Pale Berry	淡浆果
#98DED9	Pale Beryl	淡绿柱石
#4A475C	Pale Blackish Purple	淡黑紫色
#F0EAE1	Pale Bloom	淡绽放
#FDE1F0	Pale Blossom	淡花
#D0FEFE	Pale Blue	淡蓝
#A2ADB1	Pale Blue Grey	淡蓝灰
#DFAFA4	Pale Blush	淡绯红
#B1916E	Pale Brown	淡棕
#EEEBE8	Pale Bud	淡蕾
#F1EFA6	Pale Canary	淡金丝雀
#E8DFD5	Pale Cashmere	淡羊绒
#C9CBBE	Pale Celadon	淡青瓷
#E9E9C7	Pale Celery	淡芹菜
#9BC4E2	Pale Cerulean	淡蔚蓝
#EFE5D7	Pale Chamois	淡麂皮
#FDEFF2	Pale Cherry Blossom	淡樱桃花
#DDADAF	Pale Chestnut	淡栗
#DADEE9	Pale Cloud	淡云
#F0D0B4	Pale Coral	淡珊瑚
#AD6E44	Pale Cordovan	淡马臀皮
#CED9E1	Pale Cornflower	淡矢车菊蓝
#D6D5BC	Pale Cucumber	淡黄瓜
#FDE89A	Pale Daffodil	淡水仙
#ECCCC1	Pale Dogwood	淡山茱萸
#FDE8D0	Pale Egg	淡蛋
#E7D1DD	Pale Flamingo	淡火烈鸟
#698AAB	Pale Flower	淡花
#C7E1EE	Pale Frost	淡霜
#EADDCA	Pale Gingersnap	淡姜饼
#FDDE6C	Pale Gold	淡金
#C0A2C7	Pale Grape	淡葡萄
#69B076	Pale Green	淡绿
#96907E	Pale Green Grey	淡绿灰
#E2E2D2	Pale Green Tea	淡绿茶
#FDFDFE	Pale Grey	淡灰
#D4E2EB	Pale Grey Blue	淡灰蓝
#E7D8EA	Pale Grey Magenta	淡灰品红
#F5D6AA	Pale Honey	淡蜂蜜
#8895C5	Pale Iris	淡鸢尾
#D4CFB2	Pale Ivy	淡常春藤
#77C3B4	Pale Jade	淡翡翠
#FED6CC	Pale Jasper	淡碧玉
#998877	Pale Khaki	淡卡其
#ABF5ED	Pale King’s Blue	淡王蓝
#DCD0FF	Pale Lavender	淡薰衣草紫
#BDCAA8	Pale Leaf	淡叶
#D8D4BF	Pale Lichen	淡地衣
#B1FC99	Pale Light Green	淡浅绿
#D8B5BF	Pale Lilac	淡丁香紫
#F3ECE7	Pale Lily	淡百合
#B1FF65	Pale Lime Green	淡青柠绿
#DFE497	Pale Lime Yellow	淡青柠黄
#EBE5D6	Pale Linen	淡亚麻
#CCD2CA	Pale Loden	浅罗登色
#C4ACB2	Pale Lychee	淡荔枝
#F5E1BA	Pale Maize	淡玉米色
#FFBB44	Pale Marigold	淡万寿菊
#C6A4A4	Pale Mauve	淡淡紫
#AAC2A1	Pale Mint	淡薄荷
#DCC797	Pale Moss	淡苔藓
#D0DBC4	Pale Moss Green	淡苔藓绿
#BAE1D3	Pale Mountain Lake Turquoise	淡山湖青
#E4DDE7	Pale Muse	苍白缪斯
#FAF5E2	Pale Narcissus	淡水仙
#DCE0CF	Pale Oak Grove	淡橡小树林
#D3C7A1	Pale Olive	淡橄榄
#DEDBE5	Pale Orchid	淡兰花紫
#F6E2EC	Pale Orchid Petal	淡兰花紫花瓣
#FDEBBC	Pale Organza	淡欧根纱
#9C8D72	Pale Oyster	淡牡蛎
#E5DBCA	Pale Palomino	淡帕洛米诺
#D1C3AD	Pale Parchment	淡羊皮纸
#E3D8BF	Pale Parsnip	淡欧洲防风
#9ADEDB	Pale Pastel	淡粉彩
#FFE5AD	Pale Peach	淡桃
#F4DA6E	Pale Pear	淡梨
#FFF2DE	Pale Pearl	淡珍珠
#F7E0DE	Pale Perfection	苍白完美
#C8D2E2	Pale Periwinkle	淡长春花蓝
#D4ACAD	Pale Persimmon	淡柿子
#D9BFCE	Pale Petals	淡花瓣
#BA9BA5	Pale Petticoat	淡色衬裙
#F8C0C7	Pale Petunia	淡矮牵牛
#CCD5FF	Pale Phthalo Blue	淡酞菁蓝
#EFCDDB	Pale Pink	淡粉
#E3E7D1	Pale Pistachio	淡开心果绿
#BCA8AD	Pale Poppy	淡罂粟
#EEC8D3	Pale Primrose	淡报春花
#B790D4	Pale Purple	淡紫
#EFEADA	Pale Quartz	淡石英
#EBEBD7	Pale Rebelka Jakub	苍白雅各布叛逆
#96DED1	Pale Robin Egg Blue	淡知更鸟蛋蓝
#EFD6DA	Pale Rose	淡玫红
#ACBDA1	Pale Sage	淡鼠尾草
#D3D1B9	Pale Sagebrush	苍白山艾树
#E5D5BA	Pale Sand	淡沙
#F0BCAD	Pale Satin Peach	淡缎面桃
#C3E7E8	Pale Seafoam	淡海沫
#CACFDC	Pale Shale	淡页岩
#F8DBD6	Pale Shrimp	淡虾
#DFC7BC	Pale Sienna	淡赭色
#BDF6FE	Pale Sky	淡天空
#9FABAD	Pale Slate	淡石板
